postcode,huisnummer,huisletter,toevoeging,adres,gemeente,omschrijving,bron_url
2585EG,27,,,"Bankastraat 27, 2585EG 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister: Bankastraat 27,http://www.monumentenzorgdenhaag.nl/monumenten/bankastraat-7-tm-91
2512CR,12,,,"Boekhorststraat 12, 2512CR 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister: Boekhorststraat 12,http://www.monumentenzorgdenhaag.nl/monumenten/boekhorststraat-12
2513BB,18,,,"Oude Molstraat 18, 2513BB 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Oude Molstraat 18,http://www.monumentenzorgdenhaag.nl/monumenten/oude-molstraat-18
2585EH,63,,,"Bankastraat 63, 2585EH 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister: Bankastraat 63,http://www.monumentenzorgdenhaag.nl/monumenten/bankastraat-7-tm-108
2511EB,17,,,"Korte Poten 17, 2511EB 's-Gravenhage",'s-Gravenhage,plaatsing in het gemeentelijk monumentenregister van Korte Poten 17,http://www.monumentenzorgdenhaag.nl/monumenten/korte-poten-17
2511BE,30,,,"Spuistraat 30, 2511BE 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister: Spuistraat 30,http://www.monumentenzorgdenhaag.nl/monumenten/spuistraat-30
2586RN,169,,,"Korendijkstraat 169, 2586RN 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister: Korendijkstraat 147 t/m 169,http://www.monumentenzorgdenhaag.nl/monumenten/korendijkstraat-147-tm-169
2584BC,83,,,"Keizerstraat 83, 2584BC 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Keizerstraat 83,http://www.monumentenzorgdenhaag.nl/monumenten/keizerstraat-83
2518AB,40,,,"Zeestraat 40, 2518AB 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Zeestraat 40,http://www.monumentenzorgdenhaag.nl/monumenten/zeestraat-40
2513AL,27,,,"Dagelijkse Groenmarkt 27, 2513AL 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Dagelijkse Groenmarkt 27,http://www.monumentenzorgdenhaag.nl/monumenten/dagelijkse-groenmarkt-27
2511BE,64,,,"Spuistraat 64, 2511BE 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister: Spuistraat 64,http://www.monumentenzorgdenhaag.nl/monumenten/spuistraat-64
2511ED,4,,,"Korte Poten 4, 2511ED 's-Gravenhage",'s-Gravenhage,plaatsing in het gemeentelijk monumentenregister van Korte Poten 4,http://www.monumentenzorgdenhaag.nl/monumenten/korte-poten-4
2585EH,77,,,"Bankastraat 77, 2585EH 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister: Bankastraat 77,http://www.monumentenzorgdenhaag.nl/monumenten/bankastraat-7-tm-115
2515NC,158,,,"Groenewegje 158, 2515NC 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Groenewegje 158,http://www.monumentenzorgdenhaag.nl/monumenten/groenewegje-158
2511EC,59,,,"Korte Poten 59, 2511EC 's-Gravenhage",'s-Gravenhage,plaatsing in het gemeentelijk monumentenregister van Korte Poten 59,http://www.monumentenzorgdenhaag.nl/monumenten/korte-poten-59
2585EH,81,,,"Bankastraat 81, 2585EH 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister: Bankastraat 81,http://www.monumentenzorgdenhaag.nl/monumenten/bankastraat-7-tm-117
2512CZ,7,,,"Herderinnestraat 7, 2512CZ 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Herderinnestraat 7,http://www.monumentenzorgdenhaag.nl/monumenten/herderinnestraat-7
2512XT,46,,,"Zuidwal 46, 2512XT 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Zuidwal 45 en 46,http://www.monumentenzorgdenhaag.nl/monumenten/zuidwal-45-en-46
2511BC,65,,,"Spuistraat 65, 2511BC 's-Gravenhage",'s-Gravenhage,plaatsing in het gemeentelijk monumentenregister van Spuistraat 65,http://www.monumentenzorgdenhaag.nl/monumenten/spuistraat-65
2514EL,38,,,"Hoge Nieuwstraat 38, 2514EL 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Hoge Nieuwstraat 36/38,http://www.monumentenzorgdenhaag.nl/monumenten/hoge-nieuwstraat-36-en-38
2513BJ,43,,,"Molenstraat 43, 2513BJ 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Molenstraat 43,http://www.monumentenzorgdenhaag.nl/monumenten/molenstraat-43
2511AZ,25,,,"Vlamingstraat 25, 2511AZ 's-Gravenhage",'s-Gravenhage,plaatsing in het gemeentelijk monumentenregister van Vlamingstraat 25,http://www.monumentenzorgdenhaag.nl/monumenten/vlamingstraat-25
2511ED,2,,,"Korte Poten 2, 2511ED 's-Gravenhage",'s-Gravenhage,plaatsing in het gemeentelijk monumentenregister van Korte Poten 2 t/m 2 c,http://www.monumentenzorgdenhaag.nl/monumenten/korte-poten-2-2c
2514GK,56,,,"Noordeinde 56, 2514GK 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Noordeinde 56,http://www.monumentenzorgdenhaag.nl/monumenten/noordeinde-56
2511BC,23,,,"Spuistraat 23, 2511BC 's-Gravenhage",'s-Gravenhage,plaatsing in het gemeentelijk monumentenregister van Spuistraat 23,http://www.monumentenzorgdenhaag.nl/monumenten/spuistraat-23
2511CM,21,,,"Lange Poten 21, 2511CM 's-Gravenhage",'s-Gravenhage,plaatsing in het gemeentelijk monumentenregister van Lange Poten 21,http://www.monumentenzorgdenhaag.nl/monumenten/lange-poten-21-tm-21c
2512HD,30,A,,"Westeinde 30A, 2512HD 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Westeinde 30/30A,http://www.monumentenzorgdenhaag.nl/monumenten/westeinde-30-en-30a
2512HE,62,A,,"Westeinde 62A, 2512HE 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Westeinde 62/62A,http://www.monumentenzorgdenhaag.nl/monumenten/westeinde-62-en-62a
2585EC,22,,,"Nassauplein 22, 2585EC 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Nassauplein 22,http://www.monumentenzorgdenhaag.nl/monumenten/nassauplein-22
2514JH,93,,,"Parkstraat 93, 2514JH 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Parkstraat 93,http://www.monumentenzorgdenhaag.nl/monumenten/parkstraat-93
2511VD,86,,,"Bleijenburg 86, 2511VD 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Herengracht 2/ Bleijenburg 62 t/m 86,http://www.monumentenzorgdenhaag.nl/monumenten/herengracht-2-bleijenburg-62-tm-86
2586ER,29,A,,"Gondelstraat 29A, 2586ER 's-Gravenhage",'s-Gravenhage,"Plaatsing in het gemeentelijke monumentenregister:Gondelstraat 19,23,25,27A+B",http://www.monumentenzorgdenhaag.nl/monumenten/gondelstraat-19-tm-27b
2514GN,132,,,"Noordeinde 132, 2514GN 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Noordeinde 132,http://www.monumentenzorgdenhaag.nl/monumenten/noordeinde-132
2511AX,4,,,"Schoolstraat 4, 2511AX 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Schoolstraat 4,http://www.monumentenzorgdenhaag.nl/monumenten/schoolstraat-4
2585GG,19,,,"Surinamestraat 19, 2585GG 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Surinamestraat 19,http://www.monumentenzorgdenhaag.nl/monumenten/surinamestraat-19
2511AR,41,,,"Venestraat 41, 2511AR 's-Gravenhage",'s-Gravenhage,plaatsing in het gemeentelijk monumentenregister van Venestraat 41,http://www.monumentenzorgdenhaag.nl/monumenten/venestraat-41
2511CR,8,D,,"Plein 8D, 2511CR 's-Gravenhage",'s-Gravenhage,plaatsing in het gemeentelijk monumentenregister van Plein 8 t/m 8d,http://www.monumentenzorgdenhaag.nl/monumenten/plein-8-tm-8d
2511CM,23,,,"Lange Poten 23, 2511CM 's-Gravenhage",'s-Gravenhage,plaatsing in het gemeentelijk monumentenregister van Lange Poten 23,http://www.monumentenzorgdenhaag.nl/monumenten/lange-poten-23
2511CR,9,A,,"Plein 9A, 2511CR 's-Gravenhage",'s-Gravenhage,plaatsing in het gemeentelijk monumentenregister van Plein 9-9a,http://www.monumentenzorgdenhaag.nl/monumenten/plein-9-en-9a
2514LL,50,,,"Frederikstraat 50, 2514LL 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Frederikstraat 50,http://www.monumentenzorgdenhaag.nl/monumenten/frederikstraat-50
2514GC,35,,,"Noordeinde 35, 2514GC 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Noordeinde 35,http://www.monumentenzorgdenhaag.nl/monumenten/noordeinde-35
2514AM,134,,,"Koninginnegracht 134, 2514AM 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Koninginnegracht 132/133/134,http://www.monumentenzorgdenhaag.nl/monumenten/koninginnegracht-132-tm-134
2591JE,3,,,"Suzannaland 3, 2591JE 's-Gravenhage",'s-Gravenhage,definitieve plaatsing in het monumentenregister van Suzannaland 3,http://www.monumentenzorgdenhaag.nl/monumenten/suzannaland-3
2585GH,37,,,"Surinamestraat 37, 2585GH 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Surinamestraat 37,http://www.monumentenzorgdenhaag.nl/monumenten/surinamestraat-37
2586BB,23,,,"Gevers Deynootweg 23, 2586BB 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Gevers Deynootweg 23,http://www.monumentenzorgdenhaag.nl/monumenten/gevers-deynootweg-23
2585JB,2,A,,"Kerkhoflaan 2A, 2585JB 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Kerkhoflaan 2,http://www.monumentenzorgdenhaag.nl/monumenten/kerkhoflaan-2-en-2a
2585ED,40,A,,"Nassauplein 40A, 2585ED 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Nassauplein 40/40A,http://www.monumentenzorgdenhaag.nl/monumenten/nassauplein-40-en-40a
2514JS,2,B,,"Nassaulaan 2B, 2514JS 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Nassaulaan 2b,http://www.monumentenzorgdenhaag.nl/monumenten/nassaulaan-1-tm-2b
2513AP,25,A,,"Hoogstraat 25A, 2513AP 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Hoogstraat 25/25A,http://www.monumentenzorgdenhaag.nl/monumenten/hoogstraat-25-en-25a
2513AL,1,,,"Dagelijkse Groenmarkt 1, 2513AL 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Dagelijkse Groenmarkt 22 / Venestraat 1,http://www.monumentenzorgdenhaag.nl/monumenten/dagelijkse-groenmarkt-22-venestraat-1
2515LR,137,,,"Groenewegje 137, 2515LR 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister: Groenewegje 136/137,http://www.monumentenzorgdenhaag.nl/monumenten/groenewegje-136-en-137
2585ED,37,,,"Nassauplein 37, 2585ED 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Nassauplein 37,http://www.monumentenzorgdenhaag.nl/monumenten/nassauplein-37
9717CP,39,a,,"Nassauplein 39a, 9717CP Groningen",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Nassauplein 39/39A,http://www.monumentenzorgdenhaag.nl/monumenten/nassauplein-39-en-39a
2585ED,35,,,"Nassauplein 35, 2585ED 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Nassauplein 35,http://www.monumentenzorgdenhaag.nl/monumenten/nassauplein-35
2512XT,51,A,,"Zuidwal 51A, 2512XT 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Zuidwal 51/51A,http://www.monumentenzorgdenhaag.nl/monumenten/zuidwal-51-en-51a
2513AW,22,,,"Papestraat 22, 2513AW 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Papestraat 22,http://www.monumentenzorgdenhaag.nl/monumenten/papestraat-22
2512GW,131,A,,"Westeinde 131A, 2512GW 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister: Westeinde 131/131A,http://www.monumentenzorgdenhaag.nl/monumenten/westeinde-131-en-131a
2511BC,9,,,"Spuistraat 9, 2511BC 's-Gravenhage",'s-Gravenhage,plaatsing in het gemeentelijk monumentenregister van Spuistraat 9 ,
2518AB,46,,,"Zeestraat 46, 2518AB 's-Gravenhage",'s-Gravenhage,Plaatsing in het monumentenregister: Zeestraat 46,http://www.monumentenzorgdenhaag.nl/monumenten/zeestraat-46
2585GH,41,,,"Surinamestraat 41, 2585GH 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Surinamestraat 41,http://www.monumentenzorgdenhaag.nl/monumenten/surinamestraat-41
2514AL,101,,,"Koninginnegracht 101, 2514AL 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Koninginnegracht 101,http://www.monumentenzorgdenhaag.nl/monumenten/koninginnegracht-101
2512EP,5,,,"Brouwersgracht 5, 2512EP 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister: Brouwersgracht 5,http://www.monumentenzorgdenhaag.nl/monumenten/brouwersgracht-5
2586EA,14,,,"Seinpostduin 14, 2586EA 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Seinpostduin 14,http://www.monumentenzorgdenhaag.nl/monumenten/seinpostduin-12-12a-13-en-14
2585HJ,7,,,"Prinsevinkenpark 7, 2585HJ 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Prinsevinkenpark 7,http://www.monumentenzorgdenhaag.nl/monumenten/prinsevinkenpark-7
2514AM,144,,,"Koninginnegracht 144, 2514AM 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Koninginnegracht 144,http://www.monumentenzorgdenhaag.nl/monumenten/koninginnegracht-144
2512GW,129,A,,"Westeinde 129A, 2512GW 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Westeinde 129/129a,http://www.monumentenzorgdenhaag.nl/monumenten/westeinde-129-en-129a
2512AV,173,A,,"Wagenstraat 173A, 2512AV 's-Gravenhage",'s-Gravenhage,Plaatsing op de gementelijke monumemntenlijst Wagenstraat 173/173a,http://www.monumentenzorgdenhaag.nl/monumenten/wagenstraat-173-en-173a
2518ET,8,A,,"Van de Spiegelstraat 8A, 2518ET 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Van de Spiegelstraat 8,http://www.monumentenzorgdenhaag.nl/monumenten/van-de-spiegelstraat-8
2511EC,27,,,"Korte Poten 27, 2511EC 's-Gravenhage",'s-Gravenhage,plaatsing in het gemeentelijk monumentenregister van Korte Poten 27,http://www.monumentenzorgdenhaag.nl/monumenten/korte-poten-27
2514GD,91,C,,"Noordeinde 91C, 2514GD 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Noordeinde 91,http://www.monumentenzorgdenhaag.nl/monumenten/noordeinde-91-tm-91c
2514AK,90,,,"Koninginnegracht 90, 2514AK 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Koninginnegracht 90,http://www.monumentenzorgdenhaag.nl/monumenten/koninginnegracht-90
2585GG,21,,,"Surinamestraat 21, 2585GG 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Surinamestraat 21,http://www.monumentenzorgdenhaag.nl/monumenten/surinamestraat-21
2514GP,134,A,,"Noordeinde 134A, 2514GP 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Noordeinde 134,http://www.monumentenzorgdenhaag.nl/monumenten/noordeinde-134
2514GH,6,A,,"Noordeinde 6A, 2514GH 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Noordeinde 6,http://www.monumentenzorgdenhaag.nl/monumenten/noordeinde-6-en-6a
2512AW,187,,,"Wagenstraat 187, 2512AW 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Wagenstraat 185B/187,http://www.monumentenzorgdenhaag.nl/monumenten/wagenstraat-185b-en-187
2514JJ,10,,,"Parkstraat 10, 2514JJ 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Parkstraat 10,http://www.monumentenzorgdenhaag.nl/monumenten/parkstraat-10
2514AJ,81,,,"Koninginnegracht 81, 2514AJ 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Koninginnegracht 81,http://www.monumentenzorgdenhaag.nl/monumenten/koninginnegracht-81
2514AL,104,,,"Koninginnegracht 104, 2514AL 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Koninginnegracht 104,http://www.monumentenzorgdenhaag.nl/monumenten/koninginnegracht-104
2585GK,32,,,"Surinamestraat 32, 2585GK 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Surinamestraat 32,http://www.monumentenzorgdenhaag.nl/monumenten/surinamestraat-32
2584BL,112,,,"Keizerstraat 112, 2584BL 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Keizerstraat 112,http://www.monumentenzorgdenhaag.nl/monumenten/keizerstraat-112
2512AV,171,A,,"Wagenstraat 171A, 2512AV 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Wagenstraat 171/171A,http://www.monumentenzorgdenhaag.nl/monumenten/wagenstraat-171-en-171a
2514GS,200,C,,"Noordeinde 200C, 2514GS 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Noordeinde 200/200a/200b/200c,http://www.monumentenzorgdenhaag.nl/monumenten/noordeinde-200-tm-200c
2512EB,15,,,"Lange Beestenmarkt 15, 2512EB 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Lange Beestenmarkt 15,http://www.monumentenzorgdenhaag.nl/monumenten/lange-beestenmarkt-15
2585GH,39,,,"Surinamestraat 39, 2585GH 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Surinamestraat 39,http://www.monumentenzorgdenhaag.nl/monumenten/surinamestraat-39
2586EG,21,A,,"Seinpostduin 21A, 2586EG 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Seinpostduin 21/21A,http://www.monumentenzorgdenhaag.nl/monumenten/seinpostduin-21-en-21a
2586CA,1,C,,"Maaswijkstraat 1C, 2586CA 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Maaswijkstraat 1-1A-1B-1C,http://www.monumentenzorgdenhaag.nl/monumenten/maaswijkstraat-1-tm-1c
2512CN,123,,,"Boekhorststraat 123, 2512CN 's-Gravenhage",'s-Gravenhage,Plaatsing in de gemeentelijke monumentenregister:Boekhorststraat 121A/123.,http://www.monumentenzorgdenhaag.nl/monumenten/boekhorststraat-121a-en-123
2515LR,129,,,"Groenewegje 129, 2515LR 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Groenewegje129/130,http://www.monumentenzorgdenhaag.nl/monumenten/groenewegje-129-en-130
2511EC,29,C,,"Korte Poten 29C, 2511EC 's-Gravenhage",'s-Gravenhage,plaatsing in het gemeentelijk monumentenregister van Korte Poten 29-29A-29B-29C,http://www.monumentenzorgdenhaag.nl/monumenten/korte-poten-29-29a-29b-29c
2585GK,54,,,"Surinamestraat 54, 2585GK 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Surinamestraat 54,http://www.monumentenzorgdenhaag.nl/monumenten/surinamestraat-54
2513BE,23,A,,"Juffrouw Idastraat 23A, 2513BE 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Juffrouw Idastraat 23/23A,http://www.monumentenzorgdenhaag.nl/monumenten/juffrouw-idastraat-23-en-23a
2512HD,10,,,"Westeinde 10, 2512HD 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Westeinde 8a/8b/10,http://www.monumentenzorgdenhaag.nl/monumenten/westeinde-8a-b-en-10
2511BD,12,,,"Spuistraat 12, 2511BD 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister: Spuistraat 12/12A,http://www.monumentenzorgdenhaag.nl/monumenten/spuistraat-12-en-12a
2511BE,42,,,"Spuistraat 42, 2511BE 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister: Spuistraat 42,http://www.monumentenzorgdenhaag.nl/monumenten/spuistraat-42
2512GW,135,,,"Westeinde 135, 2512GW 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Westeinde 135,http://www.monumentenzorgdenhaag.nl/monumenten/westeinde-135
2585GG,23,,,"Surinamestraat 23, 2585GG 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Surinamestraat 23,http://www.monumentenzorgdenhaag.nl/monumenten/surinamestraat-23
2596JP,50,,,"Oostduinlaan 50, 2596JP 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister: Oostduinlaan 42 t/m 48 en 50,http://www.monumentenzorgdenhaag.nl/monumenten/oostduinlaan-42-tm-50-t-hoenstraat-30
2497NX,243,,,"Brasserskade 243, 2497NX 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijk monumentenregister:Brasserskade 243.,http://www.monumentenzorgdenhaag.nl/monumenten/brasserskade-243
2554EM,140,,,"Zandvoortselaan 140, 2554EM 's-Gravenhage",'s-Gravenhage,plaatsing in het gemeentelijk monumentenregister van de Zandvoortselaan 140,
2518EV,3,,,"Van Speijkstraat 3, 2518EV 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:van Speijkstraat 3,http://www.monumentenzorgdenhaag.nl/monumenten/van-speijkstraat-3
2514AJ,83,,,"Koninginnegracht 83, 2514AJ 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Koninginnegracht 83-83A,http://www.monumentenzorgdenhaag.nl/monumenten/koninginnegracht-83-en-83a
2518ES,7,A,,"Van de Spiegelstraat 7A, 2518ES 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Van de Spiegelstraat 7/7A,http://www.monumentenzorgdenhaag.nl/monumenten/van-de-spiegelstraat-7-en-7a
2586BL,2,A,,"Gevers Deynootweg 2A, 2586BL 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Gevers Deynootweg 2-2a,http://www.monumentenzorgdenhaag.nl/monumenten/gevers-deynootweg-2-en-2a
2514JS,2,B,,"Nassaulaan 2B, 2514JS 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Nassaulaan 2,http://www.monumentenzorgdenhaag.nl/monumenten/nassaulaan-1-tm-2b
2585HJ,6,,,"Prinsevinkenpark 6, 2585HJ 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Prinsevinkenpark 6,http://www.monumentenzorgdenhaag.nl/monumenten/prinsevinkenpark-6
2515NC,160,,,"Groenewegje 160, 2515NC 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Groenewegje 159/160,http://www.monumentenzorgdenhaag.nl/monumenten/groenewegje-159-en-160
2512AX,4,,,"Wagenstraat 4, 2512AX 's-Gravenhage",'s-Gravenhage,plaatsing in het gemeentelijk monumentenregister van Wagenstraat 4-6,http://www.monumentenzorgdenhaag.nl/monumenten/wagenstraat-4-en-6
2514AL,106,,,"Koninginnegracht 106, 2514AL 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Koninginnegracht 106,http://www.monumentenzorgdenhaag.nl/monumenten/koninginnegracht-106
2514AH,75,A,,"Koninginnegracht 75A, 2514AH 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Koninginnegracht 75/75A,http://www.monumentenzorgdenhaag.nl/monumenten/koninginnegracht-75-en-75a
2513AE,22,A,,"Plaats 22A-1, 2513AE 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Plaats 22,http://www.monumentenzorgdenhaag.nl/monumenten/plaats-22
2514AM,136,A,,"Koninginnegracht 136A, 2514AM 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Koninginnegracht 136/136a,http://www.monumentenzorgdenhaag.nl/monumenten/koninginnegracht-136-en-136a
2512AV,169,,,"Wagenstraat 169, 2512AV 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Wagenstraat 169,http://www.monumentenzorgdenhaag.nl/monumenten/wagenstraat-169
2513CL,52,,,"Toussaintkade 52, 2513CL 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Toussaintkade 52,http://www.monumentenzorgdenhaag.nl/monumenten/toussaintkade-51-en-52
2511AX,22,,,"Schoolstraat 22, 2511AX 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Schoolstraat 22,http://www.monumentenzorgdenhaag.nl/monumenten/schoolstraat-22
2513CK,22,,,"Toussaintkade 22, 2513CK 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Toussaintkade 22,http://www.monumentenzorgdenhaag.nl/monumenten/toussaintkade-22
2515LR,127,A,,"Groenewegje 127A, 2515LR 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Groenewegje 127,http://www.monumentenzorgdenhaag.nl/monumenten/groenewegje-127-en-127a
2514AK,88,,,"Koninginnegracht 88, 2514AK 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Koninginnegracht 88,http://www.monumentenzorgdenhaag.nl/monumenten/koninginnegracht-88
2511CM,35,,,"Lange Poten 35, 2511CM 's-Gravenhage",'s-Gravenhage,plaatsing in het gemeentelijk monumentenregister van Lange Poten 35,http://www.monumentenzorgdenhaag.nl/monumenten/lange-poten-35
2514AE,54,,,"Koninginnegracht 54, 2514AE 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Koninginnegracht 54,http://www.monumentenzorgdenhaag.nl/monumenten/koninginnegracht-54
2585GG,25,,,"Surinamestraat 25, 2585GG 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Surinamestraat 25,http://www.monumentenzorgdenhaag.nl/monumenten/surinamestraat-25
2512HE,64,,,"Westeinde 64, 2512HE 's-Gravenhage",'s-Gravenhage,Plaatsing in het gemeentelijke monumentenregister:Westeinde 64,http://www.monumentenzorgdenhaag.nl/monumenten/westeinde-64
